ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;WPts;LPts
30;Portschach;Hypo Group Tennis International;23/05/2006;International;Outdoor;Clay;1st Round;3;Muller G.;Azzaro L.;66;309;6;3;7;6;;;;;;;2;0;Completed;598;106
30;Portschach;Hypo Group Tennis International;23/05/2006;International;Outdoor;Clay;1st Round;3;Monaco J.;Tursunov D.;114;34;7;6;6;2;;;;;;;2;0;Completed;373;900
30;Portschach;Hypo Group Tennis International;24/05/2006;International;Outdoor;Clay;2nd Round;3;Pavel A.;Daniel M.;111;89;7;5;6;0;;;;;;;2;0;Completed;383;449
30;Portschach;Hypo Group Tennis International;24/05/2006;International;Outdoor;Clay;2nd Round;3;Marach O.;Simon G.;97;48;7;6;6;1;;;;;;;2;0;Completed;422;785
30;Portschach;Hypo Group Tennis International;25/05/2006;International;Outdoor;Clay;2nd Round;3;Starace P.;Almagro N.;78;42;4;6;6;4;6;1;;;;;2;1;Completed;517;826
30;Portschach;Hypo Group Tennis International;25/05/2006;International;Outdoor;Clay;2nd Round;3;Horna L.;Seppi A.;53;69;6;1;6;1;;;;;;;2;0;Completed;742;586
30;Portschach;Hypo Group Tennis International;25/05/2006;International;Outdoor;Clay;2nd Round;3;Monaco J.;Muller G.;114;66;6;2;6;0;;;;;;;2;0;Completed;373;598
30;Portschach;Hypo Group Tennis International;25/05/2006;International;Outdoor;Clay;2nd Round;3;Davydenko N.;Ramirez-Hidalgo R.;6;80;6;2;6;4;;;;;;;2;0;Completed;2295;511
30;Portschach;Hypo Group Tennis International;25/05/2006;International;Outdoor;Clay;2nd Round;3;Novak J.;Chela J.;127;38;6;1;3;6;6;2;;;;;2;1;Completed;345;845
30;Portschach;Hypo Group Tennis International;25/05/2006;International;Outdoor;Clay;2nd Round;3;Melzer J.;Gasquet R.;75;43;6;0;1;1;;;;;;;1;0;Retired;555;825
30;Portschach;Hypo Group Tennis International;25/05/2006;International;Outdoor;Clay;Quarterfinals;3;Horna L.;Monaco J.;53;114;6;3;6;4;;;;;;;2;0;Completed;742;373
30;Portschach;Hypo Group Tennis International;25/05/2006;International;Outdoor;Clay;Quarterfinals;3;Pavel A.;Marach O.;111;97;6;4;6;2;;;;;;;2;0;Completed;383;422
30;Portschach;Hypo Group Tennis International;25/05/2006;International;Outdoor;Clay;Quarterfinals;3;Davydenko N.;Starace P.;6;78;6;2;6;1;;;;;;;2;0;Completed;2295;517
30;Portschach;Hypo Group Tennis International;25/05/2006;International;Outdoor;Clay;Quarterfinals;3;Novak J.;Melzer J.;127;75;6;7;6;4;6;4;;;;;2;1;Completed;345;555
30;Portschach;Hypo Group Tennis International;26/05/2006;International;Outdoor;Clay;Semifinals;3;Davydenko N.;Novak J.;6;127;6;2;6;2;;;;;;;2;0;Completed;2295;345
30;Portschach;Hypo Group Tennis International;26/05/2006;International;Outdoor;Clay;Semifinals;3;Pavel A.;Horna L.;111;53;;;;;;;;;;;;;Walkover;383;742
30;Portschach;Hypo Group Tennis International;27/05/2006;International;Outdoor;Clay;The Final;3;Davydenko N.;Pavel A.;6;111;6;0;6;3;;;;;;;2;0;Completed;127;53
31;Paris;French Open;28/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Federer R.;Hartfield D.;1;157;7;5;7;6;6;2;;;;;3;0;Completed;7010;265
31;Paris;French Open;28/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Henman T.;Carlsen K.;71;112;6;3;6;4;4;6;6;4;;;3;1;Completed;570;392
31;Paris;French Open;28/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Moya C.;Marin J.A.;33;120;7;5;6;3;6;3;;;;;3;0;Completed;905;365
31;Paris;French Open;28/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Nalbandian D.;Wawrinka S.;3;57;6;2;7;6;6;4;;;;;3;0;Completed;3065;683
31;Paris;French Open;28/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Robredo T.;Zib T.;7;109;6;4;6;2;6;2;;;;;3;0;Completed;2020;399
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Acasuso J.;Santoro F.;29;51;6;3;6;1;3;6;1;6;11;9;3;2;Completed;1090;777
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Almagro N.;Arthurs W.;41;209;7;5;6;2;6;2;;;;;3;0;Completed;834;197
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Ancic M.;Healey N.;12;195;6;3;4;6;7;6;6;1;;;3;1;Completed;1710;205
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Berdych T.;Lopez F.;20;48;6;2;6;4;6;3;;;;;3;0;Completed;1390;790
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Blake J.;Srichaphan P.;8;39;6;0;6;4;7;6;;;;;3;0;Completed;1925;845
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Bozoljac I.;Pashanski B.;160;64;6;4;6;3;6;4;;;;;3;0;Completed;262;612
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Capdeville P.;Rusedski G.;125;42;6;3;6;1;4;6;7;6;;;3;1;Completed;355;830
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Davydenko N.;Spadea V.;6;72;7;5;6;4;6;4;;;;;3;0;Completed;2395;570
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Dlouhy L.;Vliegen K.;86;36;4;6;6;4;3;6;7;6;6;2;3;2;Completed;465;867
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Falla A.;Gimelstob J.;139;92;6;4;6;4;6;2;;;;;3;0;Completed;309;445
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Ferrero J.C.;Del Potro J.M.;27;140;6;3;2;6;6;2;6;4;;;3;1;Completed;1145;307
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Galvani S.;Mayer F.;158;78;4;6;6;0;7;6;3;6;7;5;3;2;Completed;264;538
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Gasquet R.;Wang Y.T.;40;91;6;4;6;1;7;5;;;;;3;0;Completed;835;450
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Gaudio G.;Karanusic R.;10;180;6;2;6;2;6;2;;;;;3;0;Completed;1745;225
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Gicquel M.;di Mauro A.;115;81;7;5;7;6;6;3;;;;;3;0;Completed;378;509
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Grosjean S.;Pavel A.;21;84;6;3;6;2;6;3;;;;;3;0;Completed;1340;494
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Kiefer N.;Melzer J.;13;70;7;6;6;3;6;1;;;;;3;0;Completed;1590;580
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Kim K.;Silva J.;116;212;7;5;6;2;6;7;7;6;;;3;1;Completed;370;192
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Kohlschreiber P.;Marach O.;83;90;6;3;7;5;6;7;6;2;;;3;1;Completed;499;454
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Korolev E.;Seppi A.;151;69;6;4;2;6;3;6;7;5;6;1;3;2;Completed;283;586
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Lapentti N.;Moodie W.;129;74;4;6;7;6;7;6;6;7;6;2;3;2;Completed;342;560
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Massu N.;Malisse X.;35;37;6;1;7;5;1;6;4;6;9;7;3;2;Completed;885;856
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Mirnyi M.;Muller G.;49;66;6;3;6;1;7;6;;;;;3;0;Completed;785;605
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Nadal R.;Soderling R.;2;50;6;2;7;5;6;1;;;;;3;0;Completed;4545;778
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Saretta F.;Starace P.;89;77;6;7;2;6;6;4;7;6;6;3;3;2;Completed;457;542
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Sluiter R.;Nieminen J.;118;16;6;2;7;6;2;1;;;;;2;0;Retired;367;1480
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Stepanek R.;Llodra M.;11;122;6;4;6;4;6;2;;;;;3;0;Completed;1735;361
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Tursunov D.;Novak J.;34;101;6;2;6;3;6;2;;;;;3;0;Completed;900;415
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Vassallo-Arguello M.;Goldstein P.;181;58;6;2;6;0;6;3;;;;;3;0;Completed;225;668
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Volandri F.;Pless K.;55;143;6;4;7;6;6;4;;;;;3;0;Completed;716;299
31;Paris;French Open;29/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Youzhny M.;Tuksar S.;43;166;6;3;6;3;3;6;6;0;;;3;1;Completed;830;253
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Baghdatis M.;Portas A.;19;85;6;4;6;4;6;7;6;1;;;3;1;Completed;1399;481
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Benneteau J.;Tipsarevic J.;95;104;6;2;6;4;5;7;6;3;;;3;1;Completed;437;412
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Chardy J.;Bjorkman J.;455;75;6;2;7;5;6;2;;;;;3;0;Completed;60;558
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Djokovic N.;Horna L.;63;46;6;3;5;0;;;;;;;1;0;Retired;627;802
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Ferrer D.;Garcia-Lopez G.;15;102;7;5;6;1;6;0;;;;;3;0;Completed;1505;414
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Gonzalez F.;Safin M.;9;53;6;3;1;6;6;3;6;1;;;3;1;Completed;1780;745
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Haas T.;Schuettler R.;25;73;6;4;6;3;6;3;;;;;3;0;Completed;1250;563
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Hernandez O.;Simon G.;131;47;6;4;6;2;6;3;;;;;3;0;Completed;337;791
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Hewitt L.;Hernych J.;14;96;7;6;3;6;6;2;6;0;;;3;1;Completed;1580;435
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Hrbaty D.;Roitman S.;24;117;6;4;6;2;3;6;2;6;6;3;3;2;Completed;1250;368
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Karlovic I.;Patience O.;52;132;7;6;7;6;7;6;;;;;3;0;Completed;771;333
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Kindlmann D.;Sabau R.;438;121;6;3;6;2;6;2;;;;;3;0;Completed;64;362
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Ljubicic I.;Berlocq C.;4;82;6;2;6;0;6;3;;;;;3;0;Completed;2610;503
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Martin A.;Roddick A.;68;5;6;4;7;5;1;0;;;;;2;0;Retired;589;2585
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Mathieu P.H.;Phau B.;32;62;6;4;6;2;6;1;;;;;3;0;Completed;920;629
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Monaco J.;van Gemerden M.;103;111;6;3;6;2;6;4;;;;;3;0;Completed;413;395
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Monfils G.;Murray A.;28;45;6;4;6;7;1;6;6;2;6;1;3;2;Completed;1100;817
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Montanes A.;Ginepri R.;105;17;6;3;6;7;6;1;6;4;;;3;1;Completed;411;1475
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Montcourt M.;Daniel M.;213;88;6;2;6;4;1;6;6;2;;;3;1;Completed;191;459
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Norman D.;Massa E.;110;561;6;1;6;3;6;3;;;;;3;0;Completed;396;39
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Ramirez-Hidalgo R.;Ascione T.;79;135;7;6;6;4;6;7;6;3;;;3;1;Completed;525;319
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Rochus C.;Johansson T.;76;18;3;6;5;7;6;4;6;4;6;2;3;2;Completed;555;1455
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Rochus O.;Faurel J.C.;30;147;6;1;6;4;6;2;;;;;3;0;Completed;1080;289
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Sanguinetti D.;Bracciali D.;65;54;3;6;7;6;6;3;6;3;;;3;1;Completed;610;742
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Serra F.;Vik R.;44;67;6;1;1;6;7;5;6;4;;;3;1;Completed;822;598
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Vanek J.;Mahut N.;100;80;6;3;7;6;6;7;7;6;;;3;1;Completed;416;516
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Verdasco F.;Chela J.I.;31;38;6;1;6;3;6;7;6;4;;;3;1;Completed;1005;845
31;Paris;French Open;30/05/2006;Grand Slam;Outdoor;Clay;1st Round;5;Waske A.;Vicente F.;94;87;6;4;4;6;7;6;7;6;;;3;1;Completed;440;460
31;Paris;French Open;31/05/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Ancic M.;Capdeville P.;12;125;7;5;6;3;7;6;;;;;3;0;Completed;1710;355
31;Paris;French Open;31/05/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Berdych T.;Volandri F.;20;55;6;3;6;1;6;1;;;;;3;0;Completed;1390;716
31;Paris;French Open;31/05/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Davydenko N.;Saretta F.;6;89;6;2;4;1;;;;;;;1;0;Retired;2395;457
31;Paris;French Open;31/05/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Dlouhy L.;Acasuso J.;86;29;4;6;7;6;6;3;6;1;;;3;1;Completed;465;1090
31;Paris;French Open;31/05/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Federer R.;Falla A.;1;139;6;1;6;4;6;3;;;;;3;0;Completed;7010;309
31;Paris;French Open;31/05/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Ferrero J.C.;Kohlschreiber P.;27;83;6;2;6;4;6;2;;;;;3;0;Completed;1145;499
31;Paris;French Open;31/05/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Gaudio G.;Korolev E.;10;151;6;3;6;7;6;4;3;6;6;4;3;2;Completed;1745;283
31;Paris;French Open;31/05/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Kiefer N.;Gicquel M.;13;115;6;0;6;1;5;7;3;6;11;9;3;2;Completed;1590;378
31;Paris;French Open;31/05/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Massu N.;Mirnyi M.;35;49;6;4;7;5;6;4;;;;;3;0;Completed;885;785
31;Paris;French Open;31/05/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Montanes A.;Galvani S.;105;158;7;5;6;1;3;6;2;6;6;4;3;2;Completed;411;264
31;Paris;French Open;31/05/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Moya C.;Youzhny M.;33;43;6;3;6;4;6;2;;;;;3;0;Completed;905;830
31;Paris;French Open;31/05/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Nalbandian D.;Gasquet R.;3;40;6;2;3;6;7;5;6;0;;;3;1;Completed;3065;835
31;Paris;French Open;31/05/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Sluiter R.;Lapentti N.;118;129;6;1;6;4;6;1;;;;;3;0;Completed;367;342
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Benneteau J.;Baghdatis M.;95;19;3;6;6;4;6;3;6;7;6;4;3;2;Completed;437;1399
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Djokovic N.;Gonzalez F.;63;9;6;4;6;1;3;6;4;6;6;1;3;2;Completed;627;1780
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Haas T.;Waske A.;25;94;6;4;7;5;6;7;6;4;;;3;1;Completed;1250;440
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Hewitt L.;Montcourt M.;14;213;7;5;6;3;6;3;;;;;3;0;Completed;1580;191
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Hrbaty D.;Karlovic I.;24;52;4;6;6;4;6;7;7;5;6;2;3;2;Completed;1250;771
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Ljubicic I.;Hernandez O.;4;131;6;3;6;7;6;1;6;2;;;3;1;Completed;2610;337
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Martin A.;Kindlmann D.;68;438;6;3;6;3;6;3;;;;;3;0;Completed;589;64
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Mathieu P.H.;Serra F.;32;44;6;0;7;6;7;6;;;;;3;0;Completed;920;822
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Monfils G.;Norman D.;28;110;4;6;6;3;6;7;6;0;7;5;3;2;Completed;1100;396
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Ramirez-Hidalgo R.;Rochus C.;79;76;5;2;;;;;;;;;0;0;Retired;525;555
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Robredo T.;Bozoljac I.;7;160;7;5;6;2;3;6;6;1;;;3;1;Completed;2020;262
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Rochus O.;Vanek J.;30;100;6;2;6;0;6;2;;;;;3;0;Completed;1080;416
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Stepanek R.;Sanguinetti D.;11;65;6;3;6;3;6;1;;;;;3;0;Completed;1735;610
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Tursunov D.;Henman T.;34;71;6;3;6;2;4;6;6;4;;;3;1;Completed;900;570
31;Paris;French Open;01/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Vassallo-Arguello M.;Grosjean S.;181;21;1;6;6;4;4;6;7;5;6;2;3;2;Completed;225;1340
31;Paris;French Open;02/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Ancic M.;Montanes A.;12;105;6;1;6;2;6;4;;;;;3;0;Completed;1710;411
31;Paris;French Open;02/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Berdych T.;Kiefer N.;20;13;6;1;;;;;;;;;1;0;Retired;1390;1590
31;Paris;French Open;02/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Blake J.;Almagro N.;8;41;6;7;6;2;6;4;6;4;;;3;1;Completed;1925;834
31;Paris;French Open;02/06/2006;Grand Slam;Outdoor;Clay;2nd Round;5;Davydenko N.;Moya C.;6;33;6;1;7;5;6;3;;;;;3;0;Completed;2395;905
31;Paris;French Open;02/06/2006;Grand Slam;Outdoor;Clay;3rd Round;5;Federer R.;Massu N.;1;35;6;1;6;2;6;7;7;5;;;3;1;Completed;7010;885
31;Paris;French Open;02/06/2006;Grand Slam;Outdoor;Clay;3rd Round;5;Ferrer D.;Chardy J.;15;455;6;1;6;4;3;6;6;1;;;3;1;Completed;1505;60
31;Paris;French Open;02/06/2006;Grand Slam;Outdoor;Clay;3rd Round;5;Gaudio G.;Ferrero J.C.;10;27;7;5;7;5;7;6;;;;;3;0;Completed;1745;1145
31;Paris;French Open;02/06/2006;Grand Slam;Outdoor;Clay;3rd Round;5;Monaco J.;Verdasco F.;103;31;4;6;6;4;6;4;6;1;;;3;1;Completed;413;1005
31;Paris;French Open;02/06/2006;Grand Slam;Outdoor;Clay;3rd Round;5;Nadal R.;Kim K.;2;116;6;2;6;1;6;4;;;;;3;0;Completed;4545;370
31;Paris;French Open;02/06/2006;Grand Slam;Outdoor;Clay;3rd Round;5;Nalbandian D.;Tursunov D.;3;34;2;6;5;7;6;4;6;2;6;4;3;2;Completed;3065;900
31;Paris;French Open;02/06/2006;Grand Slam;Outdoor;Clay;3rd Round;5;Robredo T.;Dlouhy L.;7;86;6;1;6;4;6;2;;;;;3;0;Completed;2020;465
31;Paris;French Open;02/06/2006;Grand Slam;Outdoor;Clay;3rd Round;5;Vassallo-Arguello M.;Sluiter R.;181;118;2;6;6;4;6;3;3;6;6;1;3;2;Completed;225;367
31;Paris;French Open;03/06/2006;Grand Slam;Outdoor;Clay;3rd Round;5;Benneteau J.;Stepanek R.;95;11;5;7;7;5;7;6;6;3;;;3;1;Completed;437;1735
31;Paris;French Open;03/06/2006;Grand Slam;Outdoor;Clay;3rd Round;5;Djokovic N.;Haas T.;63;25;7;5;6;1;7;6;;;;;3;0;Completed;627;1250
31;Paris;French Open;03/06/2006;Grand Slam;Outdoor;Clay;3rd Round;5;Hewitt L.;Hrbaty D.;14;24;7;6;6;2;6;2;;;;;3;0;Completed;1580;1250
31;Paris;French Open;03/06/2006;Grand Slam;Outdoor;Clay;3rd Round;5;Martin A.;Rochus O.;68;30;7;5;4;6;6;7;6;1;6;4;3;2;Completed;589;1080
